TransactionID,OrderNumber,LineItem,Quantity,ProductID
13890081,1389008,1,2,2461
13890091,1389009,1,2,1226
13890311,1389031,1,2,446
13890351,1389035,1,2,1572
13900001,1390000,1,2,1688
13910121,1391012,1,2,1424
13910131,1391013,1,2,1602
13920051,1392005,1,2,1131
13920071,1392007,1,2,88
13920151,1392015,1,2,1313
13930031,1393003,1,2,451
13930041,1393004,1,2,108
13930051,1393005,1,2,2091
13930081,1393008,1,2,438
13930131,1393013,1,2,1097
13930191,1393019,1,2,1772
13940031,1394003,1,2,1618
13940241,1394024,1,2,1588
13940271,1394027,1,2,77
13950011,1395001,1,2,1999
13950201,1395020,1,2,1595
13960011,1396001,1,2,118
13960321,1396032,1,2,1339
13980041,1398004,1,2,1553
13980071,1398007,1,2,1283
13980111,1398011,1,2,1748
13980151,1398015,1,2,1460
13980161,1398016,1,2,376
13990211,1399021,1,2,458
14000001,1400000,1,2,498
14000011,1400001,1,2,1960
14000021,1400002,1,2,434
14000041,1400004,1,2,1418
14000061,1400006,1,2,1578
14000101,1400010,1,2,2512
14000131,1400013,1,2,63
14000171,1400017,1,2,436
14010001,1401000,1,2,2097
14010021,1401002,1,2,420
14010031,1401003,1,2,2500
14010051,1401005,1,2,123
14010101,1401010,1,2,584
14010191,1401019,1,2,1418
14010281,1401028,1,2,433
14020001,1402000,1,2,506
14020091,1402009,1,2,1763
14020171,1402017,1,2,1545
14020181,1402018,1,2,51
14030001,1403000,1,2,88
14030061,1403006,1,2,361
14030101,1403010,1,2,79
14030151,1403015,1,2,1431
14030191,1403019,1,2,2369
14030281,1403028,1,2,638
14030291,1403029,1,2,1816
14050011,1405001,1,2,1658
14050031,1405003,1,2,1772
14050041,1405004,1,2,63
14050131,1405013,1,2,706
14060011,1406001,1,2,480
14060051,1406005,1,2,68
14060071,1406007,1,2,2509
14060081,1406008,1,2,1503
14060101,1406010,1,2,1837
14060161,1406016,1,2,84
14060171,1406017,1,2,2027
14060201,1406020,1,2,108
14060211,1406021,1,2,367
14070011,1407001,1,2,1587
14070061,1407006,1,2,1152
14070181,1407018,1,2,61
14070231,1407023,1,2,1909
14070281,1407028,1,2,1296
14080041,1408004,1,2,100
14080051,1408005,1,2,459
14080141,1408014,1,2,1452
14080271,1408027,1,2,87
14090111,1409011,1,2,900
14090121,1409012,1,2,461
14090131,1409013,1,2,497
14100081,1410008,1,2,2473
14100091,1410009,1,2,1251
14100251,1410025,1,2,307
14110011,1411001,1,2,2154
14110021,1411002,1,2,92
14120031,1412003,1,2,2204
14120101,1412010,1,2,1659
14120161,1412016,1,2,1673
14130041,1413004,1,2,458
14130191,1413019,1,2,84
14140061,1414006,1,2,1469
14140071,1414007,1,2,113
14140171,1414017,1,2,477
14150041,1415004,1,2,175
14150071,1415007,1,2,1357
14150171,1415017,1,2,1867
14150301,1415030,1,2,460
14160041,1416004,1,2,1482
14160061,1416006,1,2,1641
14160161,1416016,1,2,110
14160171,1416017,1,2,171
14170091,1417009,1,2,1574
14170161,1417016,1,2,1669
14170171,1417017,1,2,1462
14170251,1417025,1,2,2083
14170261,1417026,1,2,2103
14170291,1417029,1,2,1463
14180011,1418001,1,2,115
14190001,1419000,1,2,792
14190081,1419008,1,2,1572
14190131,1419013,1,2,482
14200091,1420009,1,2,453
14210021,1421002,1,2,1611
14210061,1421006,1,2,1558
14210071,1421007,1,2,720
14210111,1421011,1,2,697
14210151,1421015,1,2,441
14210191,1421019,1,2,64
14210231,1421023,1,2,437
14210261,1421026,1,2,1399
14220021,1422002,1,2,1593
14220051,1422005,1,2,1323
14220061,1422006,1,2,342
14220091,1422009,1,2,2115
14220111,1422011,1,2,88
14220151,1422015,1,2,1602
14220161,1422016,1,2,2489
14220181,1422018,1,2,799
14220211,1422021,1,2,1614
14220301,1422030,1,2,1208
14230061,1423006,1,2,2043
14230081,1423008,1,2,1539
14230131,1423013,1,2,58
14230221,1423022,1,2,1648
14240131,1424013,1,2,905
14240151,1424015,1,2,137
14240211,1424021,1,2,138
14240221,1424022,1,2,2503
14240241,1424024,1,2,53
14240251,1424025,1,2,29
14240261,1424026,1,2,1785
14240281,1424028,1,2,451
14240341,1424034,1,2,1341
14240351,1424035,1,2,1584
14250001,1425000,1,2,444
14260041,1426004,1,2,437
14260071,1426007,1,2,1474
14260161,1426016,1,2,1699
14270001,1427000,1,2,781
14270011,1427001,1,2,2024
14270111,1427011,1,2,419
14270161,1427016,1,2,443
14270221,1427022,1,2,1436
14280051,1428005,1,2,1648
14280101,1428010,1,2,2493
14280161,1428016,1,2,1590
14280201,1428020,1,2,1218
14280231,1428023,1,2,2107
14280241,1428024,1,2,1784
14280271,1428027,1,2,1482
14290071,1429007,1,2,1451
14290081,1429008,1,2,1926
14290231,1429023,1,2,1714
14300041,1430004,1,2,420
14300161,1430016,1,2,209
14300171,1430017,1,2,1805
14310011,1431001,1,2,1592
14310021,1431002,1,2,1360
14310051,1431005,1,2,1511
14310141,1431014,1,2,427
14310211,1431021,1,2,446
14310231,1431023,1,2,132
14310241,1431024,1,2,1602
14310371,1431037,1,2,962
14330031,1433003,1,2,2443
14330071,1433007,1,2,1768
14330111,1433011,1,2,57
14340041,1434004,1,2,2496
14340051,1434005,1,2,1123
14340061,1434006,1,2,77
14340101,1434010,1,2,623
14340111,1434011,1,2,755
14340161,1434016,1,2,102
14350071,1435007,1,2,58
14350201,1435020,1,2,340
14350241,1435024,1,2,181
14350261,1435026,1,2,794
14360001,1436000,1,2,1330
14360101,1436010,1,2,142
14360121,1436012,1,2,2115
14360181,1436018,1,2,456
14360311,1436031,1,2,1460
14370041,1437004,1,2,1604
14370081,1437008,1,2,169
14370221,1437022,1,2,1778
14380201,1438020,1,2,379
14380251,1438025,1,2,1702
14380301,1438030,1,2,520
14390021,1439002,1,2,1832
14400001,1440000,1,2,928
14400041,1440004,1,2,421
14400111,1440011,1,2,1424
14410091,1441009,1,2,1624
14420001,1442000,1,2,445
14420011,1442001,1,2,1431
14420021,1442002,1,2,94
14420031,1442003,1,2,416
14420071,1442007,1,2,424
14420091,1442009,1,2,1526
14420201,1442020,1,2,2388
14420211,1442021,1,2,1843
14420221,1442022,1,2,66
14420241,1442024,1,2,420
14430051,1443005,1,2,1445
14430061,1443006,1,2,953
14430091,1443009,1,2,1100
14430211,1443021,1,2,1772
14430221,1443022,1,2,88
14430231,1443023,1,2,63
14430331,1443033,1,2,370
14430341,1443034,1,2,429
14430351,1443035,1,2,433
14440151,1444015,1,2,1585
14440201,1444020,1,2,653
14440211,1444021,1,2,1440
14440221,1444022,1,2,1520
14440271,1444027,1,2,442
14450011,1445001,1,2,1641
14450071,1445007,1,2,1600
14450091,1445009,1,2,1597
14450111,1445011,1,2,1743
14450121,1445012,1,2,1635
14450301,1445030,1,2,449
14450331,1445033,1,2,72
14450371,1445037,1,2,1822
14450401,1445040,1,2,1658
14450421,1445042,1,2,1184
14450431,1445043,1,2,1642
14450441,1445044,1,2,1741
14450491,1445049,1,2,573
14460021,1446002,1,2,2515
14460031,1446003,1,2,1749
14470021,1447002,1,2,432
14470251,1447025,1,2,79
14470271,1447027,1,2,87
14480021,1448002,1,2,426
14480061,1448006,1,2,973
14480101,1448010,1,2,918
14480241,1448024,1,2,1312
14480251,1448025,1,2,1378
14480261,1448026,1,2,737
14480301,1448030,1,2,1542
14480321,1448032,1,2,1661
14480351,1448035,1,2,1707
14480361,1448036,1,2,1435
14480391,1448039,1,2,1826
14480411,1448041,1,2,1656
14480441,1448044,1,2,1911
14490241,1449024,1,2,1656
14490271,1449027,1,2,1441
14490281,1449028,1,2,1375
14490291,1449029,1,2,1669
14490471,1449047,1,2,1612
14490491,1449049,1,2,1507
14490531,1449053,1,2,1104
14490611,1449061,1,2,698
14500081,1450008,1,2,376
14500101,1450010,1,2,1587
14500121,1450012,1,2,425
14500171,1450017,1,2,837
14500221,1450022,1,2,1598
14500261,1450026,1,2,1292
14500281,1450028,1,2,1450
14500301,1450030,1,2,1540
14500331,1450033,1,2,1530
14500341,1450034,1,2,156
14500381,1450038,1,2,1705
14500411,1450041,1,2,2498
14500421,1450042,1,2,1319
14500491,1450049,1,2,1292
14500631,1450063,1,2,1621
14510131,1451013,1,2,895
14510201,1451020,1,2,1421
14510221,1451022,1,2,1615
14510231,1451023,1,2,167
14510381,1451038,1,2,1772
14510491,1451049,1,2,2162
14510511,1451051,1,2,2098
14520041,1452004,1,2,187
14520081,1452008,1,2,1694
14520091,1452009,1,2,1510
14520111,1452011,1,2,443
14520141,1452014,1,2,106
14520231,1452023,1,2,1261
14520241,1452024,1,2,56
14520251,1452025,1,2,1462
14520341,1452034,1,2,1428
14520371,1452037,1,2,107
14520491,1452049,1,2,157
14520521,1452052,1,2,1618
14520761,1452076,1,2,426
14520781,1452078,1,2,727
14520881,1452088,1,2,528
14540051,1454005,1,2,1427
14540111,1454011,1,2,1527
14540121,1454012,1,2,445
14540161,1454016,1,2,605
14540211,1454021,1,2,1638
14540291,1454029,1,2,1980
14540391,1454039,1,2,1739
14550061,1455006,1,2,1899
14550081,1455008,1,2,431
14550161,1455016,1,2,1475
14550311,1455031,1,2,1693
14550321,1455032,1,2,705
14550391,1455039,1,2,1295
14550461,1455046,1,2,1236
14550471,1455047,1,2,80
14550481,1455048,1,2,47
14550521,1455052,1,2,1752
14550551,1455055,1,2,1786
14560001,1456000,1,2,2040
14560131,1456013,1,2,554
14560181,1456018,1,2,1628
14560191,1456019,1,2,1660
14560261,1456026,1,2,2497
14560331,1456033,1,2,71
14560411,1456041,1,2,87
14560471,1456047,1,2,2359
14560481,1456048,1,2,57
14560521,1456052,1,2,54
14560551,1456055,1,2,2089
14560561,1456056,1,2,449
14560611,1456061,1,2,2008
14560631,1456063,1,2,93
14560661,1456066,1,2,2007
14560671,1456067,1,2,1034
14560691,1456069,1,2,1465
14560701,1456070,1,2,1481
14570011,1457001,1,2,429
14570081,1457008,1,2,47
14570191,1457019,1,2,1572
14570211,1457021,1,2,1685
14570231,1457023,1,2,1088
14570261,1457026,1,2,1407
14570271,1457027,1,2,2091
14570291,1457029,1,2,1388
14570301,1457030,1,2,1673
14570341,1457034,1,2,1601
14570401,1457040,1,2,421
14570491,1457049,1,2,1444
14570551,1457055,1,2,146
14570581,1457058,1,2,445
14570621,1457062,1,2,171
14570651,1457065,1,2,1577
14570671,1457067,1,2,1408
14570691,1457069,1,2,1518
14570701,1457070,1,2,2103
14570731,1457073,1,2,1599
14570771,1457077,1,2,47
14580041,1458004,1,2,2505
14580081,1458008,1,2,1510
14580251,1458025,1,2,1606
14580411,1458041,1,2,460
14580481,1458048,1,2,915
14580511,1458051,1,2,1641
14580521,1458052,1,2,2102
14590001,1459000,1,2,409
14590031,1459003,1,2,1577
14590201,1459020,1,2,1650
14590261,1459026,1,2,1321
14590281,1459028,1,2,1346
14590351,1459035,1,2,1350
14590371,1459037,1,2,1315
14590381,1459038,1,2,79
14590391,1459039,1,2,337
14590481,1459048,1,2,2102
14590611,1459061,1,2,2278
14590681,1459068,1,2,1625
14590691,1459069,1,2,1438
14590721,1459072,1,2,2205
14590871,1459087,1,2,89
14590901,1459090,1,2,1617
14590911,1459091,1,2,448
14590931,1459093,1,2,1605
14610041,1461004,1,2,1778
14610071,1461007,1,2,1653
14610091,1461009,1,2,1658
14610111,1461011,1,2,151
14610211,1461021,1,2,1626
14610261,1461026,1,2,166
14610281,1461028,1,2,1663
14610301,1461030,1,2,1138
14610391,1461039,1,2,1032
14620141,1462014,1,2,158
14620161,1462016,1,2,1671
14620221,1462022,1,2,1074
14620271,1462027,1,2,11
14620281,1462028,1,2,1719
14620341,1462034,1,2,1242
14620381,1462038,1,2,2509
14620431,1462043,1,2,177
14620461,1462046,1,2,1755
14630001,1463000,1,2,1268
14630011,1463001,1,2,2106
14630101,1463010,1,2,1610
14630501,1463050,1,2,502
14630551,1463055,1,2,1544
14630601,1463060,1,2,564
14630611,1463061,1,2,1300
14630621,1463062,1,2,439
14630641,1463064,1,2,1655
14640041,1464004,1,2,1613
14640071,1464007,1,2,1634
14640131,1464013,1,2,1703
14640151,1464015,1,2,1732
14640221,1464022,1,2,1785
14640331,1464033,1,2,2511
14640361,1464036,1,2,2115
14640371,1464037,1,2,109
14640381,1464038,1,2,1291
14640461,1464046,1,2,1651
14640471,1464047,1,2,1054
14640511,1464051,1,2,1021
14640551,1464055,1,2,85
14640671,1464067,1,2,1709
14650151,1465015,1,2,1955
14650211,1465021,1,2,1481
14650231,1465023,1,2,1657
14650291,1465029,1,2,97
14650301,1465030,1,2,576
14650331,1465033,1,2,1580
14650441,1465044,1,2,711
14660071,1466007,1,2,1733
14660081,1466008,1,2,1619
14660131,1466013,1,2,52
14660161,1466016,1,2,2232
14660201,1466020,1,2,777
14660341,1466034,1,2,1532
14660371,1466037,1,2,1809
14660491,1466049,1,2,1955
14660621,1466062,1,2,1354
14660681,1466068,1,2,1313
14660751,1466075,1,2,1734
14670061,1467006,1,2,1513
14680091,1468009,1,2,2345
14680131,1468013,1,2,459
14680251,1468025,1,2,1063
14680281,1468028,1,2,14
14690021,1469002,1,2,1516
14690031,1469003,1,2,1447
14690061,1469006,1,2,1438
14690111,1469011,1,2,453
14690151,1469015,1,2,427
14690211,1469021,1,2,1656
14690221,1469022,1,2,1539
14690321,1469032,1,2,2472
14700041,1470004,1,2,1594
14700121,1470012,1,2,457
14700151,1470015,1,2,422
14700201,1470020,1,2,1467
14700251,1470025,1,2,47
14700261,1470026,1,2,1565
14700321,1470032,1,2,1522
14710001,1471000,1,2,1601
14710041,1471004,1,2,1463
14710061,1471006,1,2,2499
14710071,1471007,1,2,2224
14710181,1471018,1,2,48
14710231,1471023,1,2,1690
14710341,1471034,1,2,372
14710351,1471035,1,2,2495
14720031,1472003,1,2,998
14720071,1472007,1,2,1249
14720151,1472015,1,2,2349
14720171,1472017,1,2,416
14720211,1472021,1,2,998
14730061,1473006,1,2,2053
14730101,1473010,1,2,184
14730141,1473014,1,2,111
14730191,1473019,1,2,105
14730211,1473021,1,2,2115
14730321,1473032,1,2,96
14730341,1473034,1,2,69
14730391,1473039,1,2,30
14740001,1474000,1,2,1604
14750091,1475009,1,2,1701
14760011,1476001,1,2,1411
14760051,1476005,1,2,1527
14760091,1476009,1,2,1616
14760141,1476014,1,2,1352
14760191,1476019,1,2,902
14760211,1476021,1,2,1679
14760221,1476022,1,2,459
14760231,1476023,1,2,483
14770041,1477004,1,2,2227
14770071,1477007,1,2,1656
14770081,1477008,1,2,1466
14770101,1477010,1,2,39
14770131,1477013,1,2,900
14770161,1477016,1,2,458
14770191,1477019,1,2,1486
14770201,1477020,1,2,2045
14770211,1477021,1,2,1595
14770251,1477025,1,2,454
14770301,1477030,1,2,2105
14780001,1478000,1,2,115
14780201,1478020,1,2,652
14780241,1478024,1,2,100
14780321,1478032,1,2,1561
14790021,1479002,1,2,410
14790041,1479004,1,2,173
14790111,1479011,1,2,94
14790131,1479013,1,2,2511
14790151,1479015,1,2,1726
14790161,1479016,1,2,114
14790181,1479018,1,2,1416
14790191,1479019,1,2,356
14800031,1480003,1,2,424
14800081,1480008,1,2,113
14800101,1480010,1,2,1687
14800121,1480012,1,2,435
14800211,1480021,1,2,423
14800221,1480022,1,2,61
14800231,1480023,1,2,304
14800261,1480026,1,2,416
14800271,1480027,1,2,2021
14810001,1481000,1,2,1276
14820001,1482000,1,2,8
14820011,1482001,1,2,431
14820031,1482003,1,2,1883
14820051,1482005,1,2,1456
14820171,1482017,1,2,1599
14830021,1483002,1,2,1619
14830111,1483011,1,2,1622
14830191,1483019,1,2,1662
14840131,1484013,1,2,1524
14840171,1484017,1,2,351
14840271,1484027,1,2,594
14850011,1485001,1,2,401
14850021,1485002,1,2,1233
14850031,1485003,1,2,1678
14850051,1485005,1,2,1354
14850071,1485007,1,2,1516
14850081,1485008,1,2,439
14850101,1485010,1,2,1661
14850201,1485020,1,2,1259
14860021,1486002,1,2,778
14860041,1486004,1,2,1987
14860171,1486017,1,2,911
14860221,1486022,1,2,1429
14870061,1487006,1,2,1719
14870151,1487015,1,2,89
14870161,1487016,1,2,110
14870191,1487019,1,2,1555
14870271,1487027,1,2,1488
14890051,1489005,1,2,1706
14890111,1489011,1,2,41
14890161,1489016,1,2,1447
14900021,1490002,1,2,1628
14900181,1490018,1,2,455
14910001,1491000,1,2,1614
14910121,1491012,1,2,1439
14910161,1491016,1,2,539
14910261,1491026,1,2,414
14910301,1491030,1,2,2033
14920021,1492002,1,2,1457
14920131,1492013,1,2,484
14920171,1492017,1,2,1417
14920181,1492018,1,2,1197
14920191,1492019,1,2,1674
14920211,1492021,1,2,1746
14920221,1492022,1,2,1787
14920321,1492032,1,2,1462
14920331,1492033,1,2,88
14930001,1493000,1,2,1675
14930021,1493002,1,2,1533
14930071,1493007,1,2,2159
14930151,1493015,1,2,1602
14930201,1493020,1,2,500
14930231,1493023,1,2,518
14940001,1494000,1,2,1764
14940041,1494004,1,2,42
14940051,1494005,1,2,1934
14940101,1494010,1,2,347
14940161,1494016,1,2,1582
14940171,1494017,1,2,1722
14940191,1494019,1,2,2088
14940241,1494024,1,2,1582
14940271,1494027,1,2,95
14940281,1494028,1,2,183
14940401,1494040,1,2,1627
14950001,1495000,1,2,2162
14960041,1496004,1,2,2495
14960091,1496009,1,2,2135
14970001,1497000,1,2,100
14970041,1497004,1,2,591
14970201,1497020,1,2,1541
14980051,1498005,1,2,1644
14980161,1498016,1,2,71
14980211,1498021,1,2,1613
14980251,1498025,1,2,1399
14980261,1498026,1,2,1622
14980271,1498027,1,2,1684
14980281,1498028,1,2,1111
14990141,1499014,1,2,62
14990281,1499028,1,2,685
14990291,1499029,1,2,1594
14990321,1499032,1,2,320
15000061,1500006,1,2,1296
15000151,1500015,1,2,1601
15000171,1500017,1,2,434
15000181,1500018,1,2,734
15010031,1501003,1,2,419
15010101,1501010,1,2,62
15010121,1501012,1,2,427
15010161,1501016,1,2,701
15010181,1501018,1,2,416
15010211,1501021,1,2,535
15010311,1501031,1,2,475
15010421,1501042,1,2,428
15020001,1502000,1,2,2505
15030001,1503000,1,2,1468
15030111,1503011,1,2,1509
15030161,1503016,1,2,1453
15030211,1503021,1,2,57
15040111,1504011,1,2,1633
15040231,1504023,1,2,458
15040321,1504032,1,2,1582
15050081,1505008,1,2,439
15050201,1505020,1,2,1742
15050301,1505030,1,2,83
15050311,1505031,1,2,114
15050411,1505041,1,2,597
15060041,1506004,1,2,911
15060131,1506013,1,2,1801
15060191,1506019,1,2,453
15060201,1506020,1,2,2114
15060211,1506021,1,2,458
15060241,1506024,1,2,762
15060281,1506028,1,2,2145
15060321,1506032,1,2,1907
15060411,1506041,1,2,93
15060421,1506042,1,2,1732
15060491,1506049,1,2,9
15060511,1506051,1,2,417
15060541,1506054,1,2,451
15060591,1506059,1,2,601
15070061,1507006,1,2,57
15070121,1507012,1,2,542
15070201,1507020,1,2,1706
15070301,1507030,1,2,105
15070321,1507032,1,2,70
15070351,1507035,1,2,423
15070421,1507042,1,2,1728
15080001,1508000,1,2,1552
15080081,1508008,1,2,1614
15080121,1508012,1,2,1526
15080131,1508013,1,2,1692
15080181,1508018,1,2,1415
15080271,1508027,1,2,136
15080321,1508032,1,2,2036
15080371,1508037,1,2,1636
15080391,1508039,1,2,448
15080411,1508041,1,2,1533
15080431,1508043,1,2,1434
15080541,1508054,1,2,83
15080671,1508067,1,2,798
15080721,1508072,1,2,1661
15080751,1508075,1,2,853
15090011,1509001,1,2,1631
15100051,1510005,1,2,438
15100241,1510024,1,2,2088
15100291,1510029,1,2,1618
15100311,1510031,1,2,1632
15100331,1510033,1,2,1825
15100361,1510036,1,2,369
15100411,1510041,1,2,524
15110061,1511006,1,2,1764
15110271,1511027,1,2,2060
15110291,1511029,1,2,711
15110321,1511032,1,2,2085
15110411,1511041,1,2,1684
15120011,1512001,1,2,76
15120051,1512005,1,2,1687
15120171,1512017,1,2,454
15120181,1512018,1,2,1663
15120351,1512035,1,2,1654
15120381,1512038,1,2,456
15120401,1512040,1,2,105
15120411,1512041,1,2,1459
15120441,1512044,1,2,188
15120521,1512052,1,2,1709
15120541,1512054,1,2,2079
15130021,1513002,1,2,344
15130041,1513004,1,2,2408
15130141,1513014,1,2,2111
15130181,1513018,1,2,1252
15130191,1513019,1,2,1513
15130251,1513025,1,2,53
15130271,1513027,1,2,2498
15130291,1513029,1,2,1340
15130301,1513030,1,2,1630
15130421,1513042,1,2,1606
15130511,1513051,1,2,343
15130561,1513056,1,2,1356
15130641,1513064,1,2,73
15130711,1513071,1,2,61
15130721,1513072,1,2,1460
15140001,1514000,1,2,62
15140071,1514007,1,2,1624
15140081,1514008,1,2,430
15140091,1514009,1,2,986
15140101,1514010,1,2,110
15140121,1514012,1,2,753
15140151,1514015,1,2,1632
15140161,1514016,1,2,1745
15140241,1514024,1,2,2438
15140281,1514028,1,2,356
15140291,1514029,1,2,918
15140441,1514044,1,2,340
15140451,1514045,1,2,1811
15140491,1514049,1,2,76
15140501,1514050,1,2,2510
15150101,1515010,1,2,10
15150191,1515019,1,2,1313
15150301,1515030,1,2,1692
15150311,1515031,1,2,451
15150351,1515035,1,2,417
15150501,1515050,1,2,1575
15150601,1515060,1,2,138
15150681,1515068,1,2,1639
15150771,1515077,1,2,418
15150801,1515080,1,2,764
15150811,1515081,1,2,1255
15160051,1516005,1,2,2001
15170031,1517003,1,2,1096
15170051,1517005,1,2,422
15180081,1518008,1,2,1614
15180121,1518012,1,2,649
15180131,1518013,1,2,1594
15180221,1518022,1,2,1468
15180241,1518024,1,2,1188
15180261,1518026,1,2,1574
15180301,1518030,1,2,107
15180341,1518034,1,2,90
15180351,1518035,1,2,101
15190021,1519002,1,2,1410
15190041,1519004,1,2,2057
15190101,1519010,1,2,1765
15190111,1519011,1,2,1733
15190141,1519014,1,2,1289
15190161,1519016,1,2,1603
15190221,1519022,1,2,584
15190251,1519025,1,2,442
15190331,1519033,1,2,445
15190351,1519035,1,2,424
15190361,1519036,1,2,1642
15190391,1519039,1,2,1250
15190411,1519041,1,2,1789
15190461,1519046,1,2,458
15200071,1520007,1,2,1386
15200091,1520009,1,2,76
15200121,1520012,1,2,1766
15200171,1520017,1,2,1632
15200181,1520018,1,2,107
15200391,1520039,1,2,1475
15200431,1520043,1,2,1430
15200461,1520046,1,2,427
15210001,1521000,1,2,1793
15210061,1521006,1,2,53
15210081,1521008,1,2,397
15210091,1521009,1,2,1499
15210121,1521012,1,2,597
15210181,1521018,1,2,266
15210211,1521021,1,2,84
15210221,1521022,1,2,1966
15210271,1521027,1,2,1602
15220001,1522000,1,2,292
15220191,1522019,1,2,1825
15220211,1522021,1,2,1650
15220261,1522026,1,2,2497
15220331,1522033,1,2,457
15220371,1522037,1,2,968
15220411,1522041,1,2,1273
15230011,1523001,1,2,54
15230021,1523002,1,2,53
15240141,1524014,1,2,1021
15240171,1524017,1,2,2110
15250051,1525005,1,2,1381
15250151,1525015,1,2,2035
15250161,1525016,1,2,1646
15250171,1525017,1,2,1959
15250191,1525019,1,2,161
15260031,1526003,1,2,1298
15260101,1526010,1,2,2164
15260141,1526014,1,2,75
15260251,1526025,1,2,1698
15260271,1526027,1,2,914
15260341,1526034,1,2,1950
15270001,1527000,1,2,2107
15270011,1527001,1,2,47
15270031,1527003,1,2,56
15270081,1527008,1,2,2137
15270091,1527009,1,2,1300
15270161,1527016,1,2,1632
15270181,1527018,1,2,1416
15270271,1527027,1,2,1478
15270341,1527034,1,2,84
15280011,1528001,1,2,429
15280021,1528002,1,2,1626
15280121,1528012,1,2,1558
15280141,1528014,1,2,1764
15280211,1528021,1,2,1769
15290051,1529005,1,2,94
15290091,1529009,1,2,1739
15290121,1529012,1,2,1636
15290191,1529019,1,2,1584
15290201,1529020,1,2,1695
15290271,1529027,1,2,79
15290411,1529041,1,2,1146
15290421,1529042,1,2,447
15290431,1529043,1,2,178
15310051,1531005,1,2,1583
15310081,1531008,1,2,448
15310111,1531011,1,2,1636
15310151,1531015,1,2,1725
15310171,1531017,1,2,117
15320111,1532011,1,2,422
15320141,1532014,1,2,72
15320161,1532016,1,2,1649
15320191,1532019,1,2,1576
15330031,1533003,1,2,1638
15330081,1533008,1,2,1251
15330171,1533017,1,2,2109
15340021,1534002,1,2,2174
15340061,1534006,1,2,1714
15340121,1534012,1,2,1654
15340181,1534018,1,2,1756
15340211,1534021,1,2,1216
15340261,1534026,1,2,762
15340271,1534027,1,2,1582
15340281,1534028,1,2,551
15350001,1535000,1,2,2492
15350031,1535003,1,2,87
15350091,1535009,1,2,330
15350121,1535012,1,2,2474
15350141,1535014,1,2,991
15360041,1536004,1,2,1104
15360101,1536010,1,2,1023
15360131,1536013,1,2,1057
15360161,1536016,1,2,1407
15360171,1536017,1,2,1609
15360191,1536019,1,2,1815
15360211,1536021,1,2,1627
15380021,1538002,1,2,451
15380031,1538003,1,2,1498
15390021,1539002,1,2,1952
15760061,1576006,1,2,2490
15760071,1576007,1,2,1647
15780051,1578005,1,2,58
15780141,1578014,1,2,1588
15780151,1578015,1,2,459
15780161,1578016,1,2,1671
15780191,1578019,1,2,419
15790001,1579000,1,2,425
15800021,1580002,1,2,1288
15800031,1580003,1,2,1665
15800151,1580015,1,2,1685
15810101,1581010,1,2,2433
15810151,1581015,1,2,365
15820001,1582000,1,2,1708
15820081,1582008,1,2,447
15820111,1582011,1,2,2169
15820201,1582020,1,2,1453
15820221,1582022,1,2,1229
15820291,1582029,1,2,1620
15820341,1582034,1,2,705
15830021,1583002,1,2,420
15830081,1583008,1,2,1657
15830201,1583020,1,2,89
15830351,1583035,1,2,318
15840001,1584000,1,2,419
15840021,1584002,1,2,1916
15840101,1584010,1,2,1726
15840241,1584024,1,2,1420
15840261,1584026,1,2,1726
15850001,1585000,1,2,47
15850031,1585003,1,2,1452
15850051,1585005,1,2,1515
15850111,1585011,1,2,1046
15850201,1585020,1,2,1484
15850241,1585024,1,2,1341
15850251,1585025,1,2,634
15850291,1585029,1,2,1658
15850301,1585030,1,2,112
15850321,1585032,1,2,1679
15850331,1585033,1,2,1055
15850391,1585039,1,2,1028
15850421,1585042,1,2,1514
15850431,1585043,1,2,48
15860011,1586001,1,2,67
15860031,1586003,1,2,66
15870081,1587008,1,2,57
15870171,1587017,1,2,2102
15870181,1587018,1,2,59
15880051,1588005,1,2,596
15880061,1588006,1,2,1685
15880071,1588007,1,2,1056
15880141,1588014,1,2,446
15880181,1588018,1,2,1145
15880221,1588022,1,2,454
15880241,1588024,1,2,428
15890051,1589005,1,2,454
15890151,1589015,1,2,1552
15890201,1589020,1,2,1766
15890231,1589023,1,2,1654
15890251,1589025,1,2,422
15900001,1590000,1,2,1710
15900011,1590001,1,2,1244
15900051,1590005,1,2,1636
15900091,1590009,1,2,1680
15900111,1590011,1,2,1236
15900121,1590012,1,2,64
15900171,1590017,1,2,1074
15900201,1590020,1,2,1704
15910031,1591003,1,2,1714
15910181,1591018,1,2,70
15920021,1592002,1,2,73
15920101,1592010,1,2,2005
15920111,1592011,1,2,1274
15920121,1592012,1,2,443
15920141,1592014,1,2,708
15920181,1592018,1,2,1262
15920191,1592019,1,2,486
15920281,1592028,1,2,651
15920331,1592033,1,2,1137
15920351,1592035,1,2,1706
15920401,1592040,1,2,694
15940011,1594001,1,2,80
15940031,1594003,1,2,1614
15940071,1594007,1,2,1982
15940081,1594008,1,2,458
15940121,1594012,1,2,2426
15940201,1594020,1,2,1612
15950001,1595000,1,2,1423
15950041,1595004,1,2,1391
15950051,1595005,1,2,2490
15950071,1595007,1,2,1123
15950101,1595010,1,2,2252
15950111,1595011,1,2,96
15950231,1595023,1,2,1108
15950241,1595024,1,2,2498
15950261,1595026,1,2,1172
15950271,1595027,1,2,1597
15960021,1596002,1,2,947
15960061,1596006,1,2,342
